Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
96,Alex Caruso\carusal01,SG,27,CHI,31,9,27.6,2.7,6.5,.421,1.0,3.1,.337,1.7,3.5,.495,.500,1.6,2.0,.810,0.8,2.8,3.6,3.7,1.9,0.5,1.5,2.5,8.2
97,Willie Cauley-Stein\caulewi01,C,28,TOT,20,2,9.2,0.8,1.8,.457,0.1,0.1,.500,0.8,1.7,.455,.471,0.1,0.1,.500,0.7,1.4,2.0,0.5,0.3,0.2,0.4,1.0,1.7
97,Willie Cauley-Stein\caulewi01,C,28,DAL,18,2,9.8,0.9,1.9,.457,0.1,0.1,.500,0.8,1.8,.455,.471,0.1,0.1,.500,0.7,1.4,2.1,0.5,0.3,0.2,0.4,0.9,1.9
97,Willie Cauley-Stein\caulewi01,C,28,PHI,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0
98,Ahmad Caver\caverah01,PG,25,IND,1,0,1.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
99,Justin Champagnie\champju01,SF,20,TOR,35,0,7.8,0.9,1.9,.462,0.3,0.7,.346,0.6,1.1,.538,.531,0.3,0.3,1.000,1.1,0.9,2.0,0.3,0.2,0.1,0.2,0.9,2.2
100,Zylan Cheatham\cheatzy01,SF,26,UTA,1,0,5.0,0.0,3.0,.000,0.0,2.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Chris Chiozza\chiozch01,PG,26,GSW,30,1,10.7,0.7,2.4,.306,0.5,1.5,.348,0.2,0.9,.231,.417,0.0,0.0,1.000,0.3,0.8,1.1,1.9,0.3,0.0,0.8,0.9,2.0
102,Marquese Chriss\chrisma01,PF,24,DAL,23,0,11.1,2.1,4.4,.475,0.3,0.9,.333,1.8,3.5,.513,.510,0.5,0.8,.632,1.0,2.5,3.5,0.5,0.5,0.4,0.7,2.1,5.0
103,Josh Christopher\chrisjo01,SG,20,HOU,61,2,17.2,2.9,6.5,.446,0.8,2.5,.305,2.1,4.0,.535,.505,1.0,1.2,.763,0.7,1.7,2.3,1.8,0.8,0.1,1.4,1.1,7.5
104,Gary Clark\clarkga01,PF,27,NOP,32,1,10.0,0.8,2.3,.356,0.7,1.9,.377,0.1,0.4,.250,.514,0.2,0.3,.750,0.5,2.0,2.5,0.4,0.3,0.2,0.2,0.5,2.5
105,Brandon Clarke\clarkbr01,PF,25,MEM,55,1,19.4,4.5,6.9,.653,0.1,0.4,.200,4.4,6.5,.678,.658,1.4,2.1,.658,2.1,3.4,5.5,1.3,0.6,1.1,0.5,1.9,10.4
106,Jordan Clarkson\clarkjo01,SG,29,UTA,66,1,26.4,5.8,14.0,.417,2.4,7.7,.318,3.4,6.3,.537,.504,1.8,2.2,.845,0.8,2.5,3.3,2.2,0.8,0.2,1.6,2.0,16.0
107,Nic Claxton\claxtni01,C,22,BRK,35,18,20.4,3.7,5.8,.644,0.0,0.0,,3.7,5.8,.644,.644,1.2,2.0,.577,2.0,3.4,5.4,0.9,0.5,1.1,0.7,2.1,8.6
108,Amir Coffey\coffeam01,SG,24,LAC,59,25,23.4,3.0,6.8,.441,1.4,3.7,.362,1.6,3.0,.539,.541,1.5,1.7,.864,0.4,2.4,2.8,1.8,0.6,0.2,0.7,1.4,8.8
109,John Collins\collijo01,PF,24,ATL,54,53,30.8,6.3,11.9,.526,1.2,3.3,.364,5.1,8.7,.588,.576,2.5,3.1,.793,1.7,6.1,7.8,1.8,0.6,1.0,1.1,3.0,16.2
110,Zach Collins\colliza01,PF,24,SAS,16,2,16.1,2.1,4.4,.479,0.6,1.3,.429,1.6,3.1,.500,.542,1.2,1.4,.826,1.8,3.1,4.9,1.8,0.4,0.8,1.5,2.4,6.0
111,Darren Collison\collida01,PG,34,LAL,3,0,12.3,0.7,2.3,.286,0.0,1.0,.000,0.7,1.3,.500,.286,0.0,0.0,,0.0,1.3,1.3,0.7,0.3,0.0,0.3,1.7,1.3
112,Mike Conley\conlemi01,PG,34,UTA,61,61,28.2,4.6,10.8,.427,2.3,5.7,.407,2.3,5.1,.449,.534,1.9,2.3,.830,0.6,2.4,3.0,5.3,1.3,0.3,1.7,1.9,13.5
113,Pat Connaughton\connapa01,SG,29,MIL,54,18,27.0,3.6,7.7,.467,2.3,5.7,.407,1.3,2.0,.639,.618,0.6,0.7,.811,0.7,3.7,4.4,1.2,0.9,0.3,0.6,1.4,10.1
114,Tyler Cook\cookty01,PF,24,CHI,19,2,10.3,1.2,1.9,.611,0.0,0.0,,1.2,1.9,.611,.611,1.1,1.6,.645,0.8,1.9,2.7,0.2,0.2,0.2,0.4,1.4,3.4
115,Sharife Cooper\coopesh01,PG,20,ATL,11,0,3.2,0.3,1.3,.214,0.1,0.5,.167,0.2,0.7,.250,.250,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.1,0.6
116,Petr Cornelie\cornepe01,PF,26,DEN,13,0,2.9,0.4,1.2,.333,0.1,0.6,.125,0.3,0.5,.571,.367,0.2,0.3,.750,0.5,0.5,1.1,0.2,0.1,0.1,0.3,0.5,1.1
117,DeMarcus Cousins\couside01,C,31,TOT,36,6,15.6,3.1,7.0,.442,0.8,2.6,.301,2.3,4.4,.525,.498,2.1,2.8,.750,1.5,4.4,5.9,1.5,0.9,0.5,1.7,3.0,9.0
117,DeMarcus Cousins\couside01,C,31,MIL,17,5,16.9,3.2,6.9,.466,0.8,2.8,.271,2.5,4.1,.600,.521,1.8,2.2,.816,1.4,4.4,5.8,1.1,0.9,0.5,0.9,2.7,9.1
117,DeMarcus Cousins\couside01,C,31,DEN,19,1,14.5,2.9,7.0,.421,0.8,2.4,.333,2.2,4.6,.466,.477,2.3,3.3,.710,1.5,4.5,6.0,1.8,0.9,0.5,2.4,3.3,9.0
118,Robert Covington\covinro01,PF-SF,31,TOT,61,40,27.9,2.7,6.8,.397,1.6,4.6,.345,1.1,2.3,.500,.512,0.7,0.9,.830,0.9,4.7,5.6,1.3,1.5,1.3,1.1,2.7,7.7
118,Robert Covington\covinro01,PF,31,POR,48,40,29.8,2.7,7.0,.381,1.6,4.8,.343,1.0,2.2,.462,.499,0.6,0.8,.833,0.9,4.9,5.7,1.4,1.5,1.3,1.2,2.8,7.6
118,Robert Covington\covinro01,SF,31,LAC,13,0,20.8,2.8,6.2,.463,1.3,3.7,.354,1.5,2.5,.625,.569,1.1,1.3,.824,1.0,4.2,5.2,1.0,1.4,1.2,0.8,2.4,8.1
119,Torrey Craig\craigto01,SF,31,TOT,66,15,20.3,2.5,5.6,.447,0.9,2.9,.316,1.6,2.7,.587,.528,0.6,0.8,.740,1.1,2.9,4.0,1.2,0.5,0.5,0.8,1.8,6.5
119,Torrey Craig\craigto01,SF,31,IND,51,14,20.3,2.5,5.5,.456,0.9,2.7,.333,1.6,2.8,.573,.537,0.5,0.7,.771,1.2,2.7,3.8,1.1,0.5,0.4,0.8,1.9,6.5
119,Torrey Craig\craigto01,SF,31,PHO,15,1,20.5,2.5,5.9,.420,0.9,3.5,.269,1.5,2.4,.639,.500,0.7,1.0,.667,0.9,3.8,4.7,1.3,0.6,0.9,1.1,1.8,6.5
120,Jae Crowder\crowdja01,PF,31,PHO,59,59,28.3,3.3,8.2,.406,1.9,5.4,.346,1.5,2.8,.521,.520,1.1,1.4,.798,0.5,4.8,5.3,1.8,1.4,0.4,0.8,2.5,9.6
121,Jarrett Culver\culveja01,SG,22,MEM,30,0,8.9,1.4,3.5,.396,0.3,1.2,.270,1.1,2.3,.464,.443,0.4,0.8,.480,0.4,1.0,1.3,1.0,0.6,0.1,0.5,1.1,3.5
122,Jarron Cumberland\cumbeja01,SG,24,POR,3,0,4.0,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.0,0.0,,0.3,0.7,1.0,0.3,0.0,0.0,0.0,0.7,0.7
123,Cade Cunningham\cunnica01,PG,20,DET,54,54,32.5,6.5,16.0,.405,1.9,6.0,.321,4.6,10.0,.456,.465,2.1,2.4,.854,0.9,4.9,5.9,5.3,1.1,0.6,3.5,3.1,16.9
124,Seth Curry\curryse01,SG,31,TOT,56,56,34.1,5.8,11.9,.485,2.4,5.8,.412,3.4,6.1,.554,.585,1.3,1.5,.869,0.3,3.0,3.3,3.9,0.8,0.2,1.8,2.3,15.2
124,Seth Curry\curryse01,SG,31,PHI,45,45,34.8,5.7,11.7,.485,2.2,5.6,.400,3.5,6.2,.561,.580,1.4,1.6,.877,0.4,3.0,3.4,4.0,0.8,0.2,1.9,2.2,15.0
124,Seth Curry\curryse01,SG,31,BRK,11,11,31.3,6.0,12.4,.485,3.0,6.6,.452,3.0,5.7,.524,.607,0.8,1.0,.818,0.2,3.0,3.2,3.2,1.0,0.2,1.6,2.5,15.8
125,Stephen Curry\curryst01,PG,33,GSW,64,64,34.5,8.4,19.1,.437,4.5,11.7,.380,3.9,7.4,.527,.554,4.3,4.7,.923,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2.0,25.5
126,Anthony Davis\davisan02,C,28,LAL,37,37,35.1,9.2,17.2,.537,0.3,1.8,.182,8.9,15.4,.578,.546,4.4,6.1,.709,2.8,6.9,9.7,2.9,1.2,2.3,2.1,2.5,23.1
127,Ed Davis\davised01,C,32,CLE,25,3,7.4,0.4,0.6,.688,0.0,0.0,,0.4,0.6,.688,.688,0.2,0.6,.429,0.5,1.9,2.4,0.2,0.1,0.3,0.2,1.2,1.1
128,Terence Davis\daviste02,SG,24,SAC,30,11,17.9,3.8,8.9,.423,1.6,5.0,.329,2.1,3.9,.542,.515,1.2,1.5,.818,0.4,2.8,3.1,1.3,0.8,0.4,1.1,2.3,10.4
129,Gabriel Deck\deckga01,PF,26,OKC,7,0,8.0,1.1,2.0,.571,0.3,0.6,.500,0.9,1.4,.600,.643,0.0,0.0,,0.1,0.7,0.9,0.7,0.1,0.0,0.3,0.3,2.6
130,Dewayne Dedmon\dedmode01,C,32,MIA,60,15,16.0,2.4,4.3,.562,0.3,0.6,.457,2.2,3.8,.578,.592,1.1,1.3,.797,1.7,4.2,5.9,0.8,0.4,0.6,1.0,2.5,6.2
131,Sam Dekker\dekkesa01,PF,27,TOR,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Javin DeLaurier\delauja01,C,23,MIL,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
133,DeMar DeRozan\derozde01,PF,32,CHI,65,65,36.1,10.2,20.2,.504,0.6,1.8,.356,9.6,18.4,.519,.520,6.9,7.9,.871,0.8,4.6,5.4,5.2,0.9,0.3,2.4,2.2,27.9
134,Mamadi Diakite\diakima01,PF,25,OKC,13,3,14.5,1.9,3.6,.532,0.0,0.4,.000,1.9,3.2,.595,.532,0.5,0.8,.545,1.3,3.2,4.5,0.2,0.4,0.7,0.5,2.5,4.3
135,Cheick Diallo\diallch01,C,25,DET,3,0,10.3,1.0,2.7,.375,0.0,0.0,,1.0,2.7,.375,.375,1.7,2.0,.833,1.3,2.7,4.0,0.0,0.3,0.0,0.3,2.0,3.7
136,Hamidou Diallo\diallha01,SG,23,DET,58,29,21.9,4.5,9.1,.496,0.4,1.6,.247,4.1,7.5,.550,.518,1.6,2.4,.650,1.2,3.6,4.8,1.3,1.2,0.3,1.0,2.5,11.0
137,Gorgui Dieng\dienggo01,C,32,ATL,40,3,8.9,1.3,2.6,.481,0.7,1.5,.433,0.6,1.1,.545,.606,0.4,0.6,.708,0.8,2.1,2.9,0.8,0.3,0.3,0.5,1.2,3.6
138,Spencer Dinwiddie\dinwisp01,PG,28,TOT,56,49,30.4,4.6,11.4,.404,1.7,5.1,.335,2.9,6.3,.460,.479,2.9,3.7,.786,0.7,3.6,4.3,5.5,0.7,0.2,1.6,2.4,13.8
138,Spencer Dinwiddie\dinwisp01,PG,28,WAS,44,44,30.2,4.2,11.2,.376,1.6,5.1,.310,2.6,6.0,.432,.447,2.6,3.3,.811,0.8,3.9,4.7,5.8,0.6,0.2,1.7,2.4,12.6
138,Spencer Dinwiddie\dinwisp01,PG,28,DAL,12,5,31.0,6.0,12.0,.500,2.1,4.8,.431,3.9,7.2,.547,.587,3.8,5.3,.730,0.2,2.6,2.8,4.3,0.8,0.2,1.3,2.4,17.9
139,Donte DiVincenzo\divindo01,SG,25,TOT,31,1,22.1,2.5,7.4,.345,1.5,4.8,.324,1.0,2.6,.383,.450,1.5,1.6,.882,1.0,2.8,3.8,2.3,1.0,0.2,1.4,1.5,8.1
139,Donte DiVincenzo\divindo01,SG,25,MIL,17,0,20.1,2.3,6.9,.331,1.2,4.4,.284,1.1,2.6,.409,.419,1.4,1.6,.852,1.1,2.5,3.5,1.7,0.6,0.2,1.6,1.5,7.2
139,Donte DiVincenzo\divindo01,SG,25,SAC,14,1,24.6,2.9,7.9,.360,1.9,5.3,.365,0.9,2.6,.351,.482,1.6,1.7,.917,0.9,3.3,4.1,3.0,1.4,0.1,1.1,1.6,9.2
140,Luka Dončić\doncilu01,PG,22,DAL,53,53,35.7,9.9,21.8,.455,2.9,8.5,.341,7.0,13.2,.528,.522,5.5,7.4,.744,0.9,8.4,9.3,8.6,1.2,0.6,4.5,2.3,28.2
141,Luguentz Dort\dortlu01,SF,22,OKC,51,51,32.6,5.7,14.2,.404,2.5,7.7,.332,3.2,6.6,.487,.493,3.2,3.7,.843,0.7,3.4,4.2,1.7,0.9,0.4,1.7,2.9,17.2
142,Ayo Dosunmu\dosunay01,SG,22,CHI,64,30,27.0,3.5,6.6,.527,0.9,2.4,.397,2.5,4.3,.599,.598,0.7,1.0,.672,0.3,2.5,2.8,3.3,0.8,0.4,1.4,2.3,8.6
143,Damyean Dotson\dotsoda01,SG,27,NYK,2,0,10.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0
144,Devon Dotson\dotsode01,PG,22,CHI,11,0,7.7,1.0,2.1,.478,0.2,0.8,.222,0.8,1.3,.643,.522,0.5,0.8,.556,0.1,0.7,0.8,1.4,0.1,0.0,0.5,1.0,2.6
145,Sekou Doumbouya\doumbse01,PF,21,LAL,2,0,8.0,2.5,4.0,.625,0.5,1.0,.500,2.0,3.0,.667,.688,1.5,2.0,.750,1.0,2.0,3.0,0.0,1.5,1.0,1.0,0.5,7.0
146,Jeff Dowtin\dowtije01,PG,24,TOT,5,0,6.2,0.6,1.4,.429,0.0,0.4,.000,0.6,1.0,.600,.429,0.0,0.0,,0.2,1.2,1.4,0.6,0.0,0.2,0.2,0.4,1.2
146,Jeff Dowtin\dowtije01,PG,24,GSW,4,0,7.0,0.8,1.5,.500,0.0,0.3,.000,0.8,1.3,.600,.500,0.0,0.0,,0.3,1.5,1.8,0.8,0.0,0.3,0.3,0.5,1.5
146,Jeff Dowtin\dowtije01,PG,24,MIL,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,PJ Dozier\doziepj01,SG,25,DEN,18,0,18.9,2.0,5.5,.364,0.8,2.7,.313,1.2,2.8,.412,.439,0.6,0.7,.769,0.8,2.7,3.5,1.6,0.6,0.3,0.7,1.8,5.4
148,Goran Dragić\dragigo01,PG,35,TOT,15,6,22.0,2.7,7.1,.383,0.8,2.8,.286,1.9,4.3,.446,.439,1.3,1.7,.800,0.5,2.3,2.8,3.6,0.7,0.1,1.1,2.1,7.6
148,Goran Dragić\dragigo01,PG,35,TOR,5,2,18.0,2.6,6.8,.382,0.8,2.8,.286,1.8,4.0,.450,.441,2.0,2.0,1.000,0.4,2.4,2.8,1.8,1.0,0.2,0.2,1.6,8.0
148,Goran Dragić\dragigo01,PG,35,BRK,10,4,24.0,2.8,7.3,.384,0.8,2.8,.286,2.0,4.5,.444,.438,1.0,1.5,.667,0.6,2.2,2.8,4.5,0.6,0.1,1.6,2.3,7.4
149,Andre Drummond\drumman01,C,28,TOT,62,25,19.0,3.0,5.4,.563,0.0,0.0,.000,3.0,5.3,.568,.563,1.1,2.1,.504,2.9,6.1,9.0,1.9,1.0,0.9,1.6,2.5,7.1
149,Andre Drummond\drumman01,C,28,PHI,49,12,18.4,2.6,4.9,.538,0.0,0.0,.000,2.6,4.8,.542,.538,0.9,1.7,.512,2.8,6.1,8.8,2.0,1.1,0.9,1.6,2.5,6.1
149,Andre Drummond\drumman01,C,28,BRK,13,13,21.4,4.5,7.2,.628,0.0,0.1,.000,4.5,7.2,.634,.628,1.8,3.8,.490,3.2,6.4,9.6,1.7,0.6,1.0,1.8,2.8,10.9
150,Chris Duarte\duartch01,SG,24,IND,55,39,28.0,4.9,11.3,.432,1.7,4.6,.369,3.2,6.7,.475,.507,1.6,2.0,.804,0.7,3.4,4.1,2.1,1.0,0.2,1.6,1.7,13.1
151,David Duke Jr.\dukeda01,PG,22,BRK,21,7,16.2,1.9,5.1,.361,0.4,1.8,.243,1.4,3.4,.423,.403,0.8,1.0,.810,1.4,1.8,3.2,0.8,0.7,0.3,0.4,1.7,5.0
152,Kris Dunn\dunnkr01,PG,27,POR,2,0,23.5,3.5,7.5,.467,0.5,1.0,.500,3.0,6.5,.462,.500,0.0,0.0,,0.0,3.0,3.0,5.0,1.5,0.0,3.0,4.5,7.5
153,Kevin Durant\duranke01,PF,33,BRK,43,43,36.6,10.5,20.2,.519,1.9,5.2,.372,8.5,15.0,.570,.567,6.3,7.0,.898,0.6,6.7,7.2,6.0,0.8,0.9,3.2,2.1,29.2
154,Jaime Echenique\echenja01,C,24,WAS,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Anthony Edwards\edwaran01,SG,20,MIN,61,61,34.3,7.5,17.4,.431,3.0,8.5,.351,4.5,9.0,.507,.516,3.1,4.0,.776,0.9,3.8,4.7,3.7,1.5,0.7,2.7,2.3,21.0
156,Kessler Edwards\edwarke02,SF,21,BRK,36,20,22.2,2.4,5.9,.411,1.1,3.1,.355,1.4,2.9,.471,.502,0.3,0.4,.800,1.0,2.9,3.9,0.7,0.7,0.5,1.1,1.8,6.3
157,Rob Edwards\edwarro01,SG,25,OKC,2,0,5.5,0.5,2.0,.250,0.5,2.0,.250,0.0,0.0,,.375,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.0,0.5,0.0,1.5
158,CJ Elleby\ellebcj01,SF,21,POR,44,15,17.8,1.8,4.6,.396,0.5,1.8,.275,1.3,2.8,.475,.450,0.9,1.2,.769,1.0,2.5,3.5,1.2,0.5,0.3,0.8,2.0,5.0
159,Wayne Ellington\ellinwa01,SG,34,LAL,40,9,18.6,2.2,5.3,.408,1.9,4.8,.393,0.3,0.6,.545,.585,0.1,0.1,.800,0.3,1.5,1.7,0.7,0.6,0.1,0.4,1.0,6.3
160,Joel Embiid\embiijo01,C,27,PHI,56,56,33.4,9.4,19.3,.489,1.4,3.7,.365,8.1,15.5,.518,.524,9.8,11.9,.821,2.1,9.3,11.4,4.4,1.0,1.4,3.0,2.7,29.9
161,James Ennis III\ennisja01,SF,31,TOT,7,0,8.0,1.6,3.4,.458,0.4,1.1,.375,1.1,2.3,.500,.521,0.6,0.7,.800,0.7,1.0,1.7,0.4,0.3,0.3,0.3,0.7,4.1
161,James Ennis III\ennisja01,SF,31,BRK,2,0,7.0,1.0,3.5,.286,0.5,1.0,.500,0.5,2.5,.200,.357,0.0,0.0,,1.0,1.5,2.5,0.0,0.5,0.5,0.0,0.0,2.5
161,James Ennis III\ennisja01,SF,31,LAC,2,0,14.0,3.5,5.5,.636,1.0,2.0,.500,2.5,3.5,.714,.727,2.0,2.0,1.000,1.0,1.5,2.5,0.0,0.5,0.5,0.5,2.0,10.0
161,James Ennis III\ennisja01,SF,31,DEN,3,0,4.7,0.7,2.0,.333,0.0,0.7,.000,0.7,1.3,.500,.333,0.0,0.3,.000,0.3,0.3,0.7,1.0,0.0,0.0,0.3,0.3,1.3
162,Drew Eubanks\eubandr01,C,24,TOT,58,18,14.4,2.2,3.9,.553,0.0,0.2,.100,2.2,3.8,.573,.555,1.2,1.6,.756,1.5,3.2,4.7,1.1,0.3,0.6,1.0,1.4,5.5
162,Drew Eubanks\eubandr01,C,24,SAS,49,9,12.1,1.7,3.2,.528,0.0,0.2,.125,1.7,3.1,.550,.531,1.2,1.6,.747,1.3,2.7,4.0,1.0,0.3,0.6,0.9,1.2,4.7
162,Drew Eubanks\eubandr01,C,24,POR,9,9,26.8,4.7,7.7,.609,0.0,0.2,.000,4.7,7.4,.627,.609,1.0,1.2,.818,2.6,5.9,8.4,1.6,0.4,0.3,1.6,2.6,10.3
163,Tacko Fall\fallta01,C,26,CLE,11,1,5.4,0.5,1.1,.417,0.0,0.0,,0.5,1.1,.417,.417,0.2,0.6,.286,0.6,1.5,2.1,0.2,0.0,0.5,0.3,0.3,1.1
164,Derrick Favors\favorde01,C,30,OKC,39,18,16.7,2.4,4.7,.516,0.1,0.4,.125,2.4,4.3,.554,.522,0.4,0.6,.640,1.5,3.2,4.7,0.6,0.4,0.3,0.2,1.6,5.3
165,Bruno Fernando\fernabr01,C,23,TOT,25,0,4.0,0.8,1.3,.625,0.0,0.1,.500,0.8,1.2,.633,.641,0.3,0.4,.800,0.5,0.9,1.4,0.2,0.0,0.2,0.3,0.6,2.0
165,Bruno Fernando\fernabr01,C,23,BOS,20,0,2.9,0.4,0.7,.500,0.1,0.1,1.000,0.3,0.7,.462,.536,0.2,0.3,.800,0.4,0.4,0.8,0.2,0.0,0.2,0.3,0.3,1.0
165,Bruno Fernando\fernabr01,C,23,HOU,5,0,8.4,2.6,3.6,.722,0.0,0.2,.000,2.6,3.4,.765,.722,0.8,1.0,.800,1.0,2.8,3.8,0.0,0.0,0.6,0.6,1.6,6.0
166,Dorian Finney-Smith\finnedo01,PF,28,DAL,67,67,33.2,4.0,8.6,.461,2.0,5.3,.386,1.9,3.3,.578,.579,0.8,1.1,.675,1.6,3.3,4.9,1.9,1.1,0.5,1.1,2.4,10.7
167,Malik Fitts\fittsma01,PF,24,TOT,10,0,4.2,0.2,1.1,.182,0.2,0.6,.333,0.0,0.5,.000,.273,0.0,0.0,,0.0,1.2,1.2,0.0,0.0,0.0,0.2,0.3,0.6
167,Malik Fitts\fittsma01,PF,24,UTA,7,0,5.0,0.3,1.3,.222,0.3,0.6,.500,0.0,0.7,.000,.333,0.0,0.0,,0.0,1.4,1.4,0.0,0.0,0.0,0.3,0.4,0.9
167,Malik Fitts\fittsma01,PF,24,BOS,3,0,2.3,0.0,0.7,.000,0.0,0.7,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0
168,Malachi Flynn\flynnma01,PG,23,TOR,40,5,12.0,1.7,4.1,.407,0.7,2.0,.333,1.0,2.0,.481,.491,0.4,0.6,.609,0.2,1.2,1.4,1.6,0.5,0.1,0.3,1.1,4.3
169,Bryn Forbes\forbebr01,SG,28,TOT,67,1,17.8,3.3,7.6,.431,1.7,4.1,.416,1.6,3.5,.449,.543,1.1,1.2,.900,0.1,1.2,1.3,1.0,0.3,0.1,0.8,1.3,9.3
169,Bryn Forbes\forbebr01,SG,28,SAS,40,1,16.9,3.2,7.4,.432,1.6,3.8,.417,1.6,3.6,.448,.539,1.1,1.2,.898,0.1,1.5,1.6,1.0,0.4,0.1,0.8,1.1,9.1
169,Bryn Forbes\forbebr01,SG,28,DEN,27,0,19.1,3.4,7.9,.430,1.9,4.6,.415,1.5,3.4,.451,.549,1.0,1.1,.903,0.1,0.8,0.9,1.0,0.2,0.1,0.8,1.8,9.7
170,Aleem Ford\fordal03,SF,24,ORL,5,0,14.8,1.2,4.0,.300,0.4,3.0,.133,0.8,1.0,.800,.350,0.0,0.0,,0.4,2.6,3.0,0.4,0.2,0.0,0.8,1.4,2.8
171,Trent Forrest\forretr01,PG,23,UTA,54,5,12.6,1.2,2.5,.504,0.1,0.4,.208,1.1,2.0,.569,.523,0.7,0.8,.837,0.3,1.3,1.6,1.7,0.5,0.1,0.9,0.7,3.2
172,Evan Fournier\fournev01,SG,29,NYK,67,67,29.7,5.2,12.2,.425,3.0,7.6,.395,2.2,4.6,.476,.548,1.0,1.5,.707,0.5,2.3,2.7,1.9,0.9,0.3,1.3,2.1,14.4
173,De'Aaron Fox\foxde01,PG,24,SAC,59,59,35.3,8.7,18.5,.473,1.3,4.2,.297,7.5,14.3,.524,.506,4.4,5.9,.750,0.4,3.5,3.9,5.6,1.2,0.4,2.8,2.9,23.2
174,Tim Frazier\fraziti01,PG,31,TOT,12,3,17.3,1.2,3.8,.311,0.5,1.4,.353,0.7,2.3,.286,.378,0.4,0.8,.556,0.4,1.2,1.6,2.8,0.3,0.1,1.3,2.3,3.3
174,Tim Frazier\fraziti01,PG,31,ORL,10,3,20.0,1.3,4.3,.302,0.6,1.7,.353,0.7,2.6,.269,.372,0.5,0.9,.556,0.5,1.4,1.9,3.3,0.3,0.1,1.3,2.4,3.7
174,Tim Frazier\fraziti01,PG,31,CLE,2,0,4.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.5,1.0
175,Enes Freedom\kanteen01,C,29,BOS,35,1,11.7,1.5,2.8,.526,0.1,0.1,.400,1.4,2.6,.533,.536,0.7,0.8,.857,1.7,2.8,4.6,0.2,0.1,0.4,0.6,1.2,3.7
176,Markelle Fultz\fultzma01,PG,23,ORL,7,0,17.7,3.6,7.4,.481,0.3,0.9,.333,3.3,6.6,.500,.500,1.9,2.4,.765,0.4,2.3,2.7,5.1,0.9,0.4,1.7,1.6,9.3
177,Wenyen Gabriel\gabriwe01,PF,24,TOT,13,0,8.6,1.0,3.0,.333,0.3,1.2,.267,0.7,1.8,.375,.385,0.8,1.3,.588,1.2,1.8,2.9,0.4,0.2,0.2,0.4,1.8,3.1
177,Wenyen Gabriel\gabriwe01,PF,24,BRK,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Wenyen Gabriel\gabriwe01,PF,24,LAC,6,0,7.7,0.8,2.2,.385,0.3,0.8,.400,0.5,1.3,.375,.462,0.3,0.7,.500,0.8,1.5,2.3,0.3,0.2,0.3,0.5,1.8,2.3
177,Wenyen Gabriel\gabriwe01,PF,24,LAL,6,0,10.8,1.3,4.3,.308,0.3,1.7,.200,1.0,2.7,.375,.346,1.3,2.2,.615,1.7,2.2,3.8,0.5,0.2,0.2,0.3,2.2,4.3
178,Daniel Gafford\gaffoda01,C,23,WAS,59,51,20.3,3.9,5.7,.684,0.0,0.0,,3.9,5.7,.684,.684,1.4,1.9,.714,2.3,3.5,5.8,1.0,0.4,1.5,0.9,2.4,9.1
179,Danilo Gallinari\gallida01,PF,33,ATL,57,11,24.3,3.5,8.3,.423,1.6,4.2,.387,1.9,4.2,.460,.520,2.2,2.5,.900,0.5,4.0,4.5,1.4,0.5,0.2,0.6,1.5,10.9
